,end_time,lecture,lecture_name,lecture_no,sentence,start_time,sub_lecture,tokenized_sentence
348,00:00:22,4,Smoothing of Language Model - Part 1,3.4,"the query likelihood of it, which will method.",00:00:20,4,query likelihood method
349,00:00:26,4,Smoothing of Language Model - Part 1,3.4,So you have seen this slide from a previous lecture.,00:00:23,4,So seen slide previous lecture
350,00:00:30,4,Smoothing of Language Model - Part 1,3.4,This is the ranking function based on the query likelihood.,00:00:26,4,This ranking function based query likelihood
351,00:00:35,4,Smoothing of Language Model - Part 1,3.4,Here we assume that the independence of generating each query word,00:00:32,4,Here assume independence generating query word
352,00:00:42,4,Smoothing of Language Model - Part 1,3.4,and the formula would look like the following.,00:00:38,4,formula would look like following
353,00:00:48,4,Smoothing of Language Model - Part 1,3.4,Where we take a sum over all of the query words and inside is the sum there is,00:00:42,4,Where take sum query words inside sum
354,00:00:52,4,Smoothing of Language Model - Part 1,3.4,"a log of probability of a word given by the document, or document language model.",00:00:48,4,log probability word given document document language model
355,00:00:58,4,Smoothing of Language Model - Part 1,3.4,So the main task now is to estimate this document language model.,00:00:53,4,So main task estimate document language model
356,00:01:02,4,Smoothing of Language Model - Part 1,3.4,As we said before different methods for,00:00:59,4,As said different methods
357,00:01:06,4,Smoothing of Language Model - Part 1,3.4,estimating this model would lead to different retrieval functions.,00:01:02,4,estimating model would lead different retrieval functions
358,00:01:10,4,Smoothing of Language Model - Part 1,3.4,"So, in this lecture we're going to look into this in more detail.",00:01:06,4,So lecture going look detail
359,00:01:13,4,Smoothing of Language Model - Part 1,3.4,"So, how do I estimate this language model?",00:01:10,4,So I estimate language model
360,00:01:16,4,Smoothing of Language Model - Part 1,3.4,"Well, the obvious choice would be the Maximum Likelihood Estimate",00:01:13,4,Well obvious choice would Maximum Likelihood Estimate
361,00:01:17,4,Smoothing of Language Model - Part 1,3.4,that we have seen before.,00:01:16,4,seen
362,00:01:22,4,Smoothing of Language Model - Part 1,3.4,And that is we're going to normalize the word frequencies in the document.,00:01:17,4,And going normalize word frequencies document
363,00:01:26,4,Smoothing of Language Model - Part 1,3.4,And the estimated probability would look like this.,00:01:24,4,And estimated probability would look like
364,00:01:32,4,Smoothing of Language Model - Part 1,3.4,This is a step function here.,00:01:30,4,This step function
365,00:01:39,4,Smoothing of Language Model - Part 1,3.4,Which means all the words that have the same frequency,00:01:36,4,Which means words frequency
366,00:01:41,4,Smoothing of Language Model - Part 1,3.4,count will have an equal probability.,00:01:39,4,count equal probability
367,00:01:48,4,Smoothing of Language Model - Part 1,3.4,This is another frequency in the count that has a different probability.,00:01:43,4,This another frequency count different probability
368,00:01:51,4,Smoothing of Language Model - Part 1,3.4,"Note that for words that have not occurred in the document here,",00:01:48,4,Note words occurred document
369,00:01:55,4,Smoothing of Language Model - Part 1,3.4,they all have zero probability.,00:01:51,4,zero probability
370,00:02:01,4,Smoothing of Language Model - Part 1,3.4,"So we know this is just like a model that we assume earlier in the lecture, where",00:01:55,4,So know like model assume earlier lecture
371,00:02:07,4,Smoothing of Language Model - Part 1,3.4,we assume the user with the sample word from the document to formulate the query.,00:02:01,4,assume user sample word document formulate query
372,00:02:13,4,Smoothing of Language Model - Part 1,3.4,And there is no chance of sampling any word that is not in the document.,00:02:09,4,And chance sampling word document
373,00:02:15,4,Smoothing of Language Model - Part 1,3.4,And we know that's not good.,00:02:13,4,And know good
374,00:02:17,4,Smoothing of Language Model - Part 1,3.4,So how would we improve this?,00:02:15,4,So would improve
375,00:02:23,4,Smoothing of Language Model - Part 1,3.4,"Well, in order to assign a non-zero probability",00:02:17,4,Well order assign non zero probability
376,00:02:28,4,Smoothing of Language Model - Part 1,3.4,"to words that have not been observed in the document, we would have to take",00:02:23,4,words observed document would take
377,00:02:35,4,Smoothing of Language Model - Part 1,3.4,away some probability to mass from the words that are observing the document.,00:02:28,4,away probability mass words observing document
378,00:02:38,4,Smoothing of Language Model - Part 1,3.4,"So for example here, we have to take away some [INAUDIBLE] mass,",00:02:35,4,So example take away INAUDIBLE mass
379,00:02:43,4,Smoothing of Language Model - Part 1,3.4,because we need some extra problem in the mass for the unseen words.,00:02:38,4,need extra problem mass unseen words
380,00:02:45,4,Smoothing of Language Model - Part 1,3.4,"Otherwise, they won't sum to 1.",00:02:43,4,Otherwise sum 1
381,00:02:48,4,Smoothing of Language Model - Part 1,3.4,So all these probabilities must be sum to 1.,00:02:45,4,So probabilities must sum 1
382,00:02:53,4,Smoothing of Language Model - Part 1,3.4,"So to make this transformation, and to improve the maximum [INAUDIBLE].",00:02:48,4,So make transformation improve maximum INAUDIBLE
383,00:03:00,4,Smoothing of Language Model - Part 1,3.4,By assigning nonzero probabilities to words that are not observed in the data.,00:02:53,4,By assigning nonzero probabilities words observed data
384,00:03:07,4,Smoothing of Language Model - Part 1,3.4,"We have to do smoothing, and smoothing has to do with improving the estimate",00:03:01,4,We smoothing smoothing improving estimate
385,00:03:12,4,Smoothing of Language Model - Part 1,3.4,"by considering the possibility that, if the author had been written.",00:03:07,4,considering possibility author written
386,00:03:19,4,Smoothing of Language Model - Part 1,3.4,"Helping, asking to write more words for the document.",00:03:13,4,Helping asking write words document
387,00:03:22,4,Smoothing of Language Model - Part 1,3.4,"The user, the author might have rethink other words.",00:03:19,4,The user author might rethink words
388,00:03:27,4,Smoothing of Language Model - Part 1,3.4,If you think about this factor then a smoothed LM model,00:03:22,4,If think factor smoothed LM model
389,00:03:30,4,Smoothing of Language Model - Part 1,3.4,would be a more accurate representation of the actual topic.,00:03:27,4,would accurate representation actual topic
390,00:03:35,4,Smoothing of Language Model - Part 1,3.4,Imagine you have seen abstract of such article.,00:03:30,4,Imagine seen abstract article
391,00:03:37,4,Smoothing of Language Model - Part 1,3.4,Let's say this document is abstract.,00:03:35,4,Let say document abstract
392,00:03:39,4,Smoothing of Language Model - Part 1,3.4,Right.,00:03:38,4,Right
393,00:03:45,4,Smoothing of Language Model - Part 1,3.4,"If we assume and see words in this abstract we have or,",00:03:39,4,If assume see words abstract
394,00:03:51,4,Smoothing of Language Model - Part 1,3.4,or probability of 0 that would mean it's no chance,00:03:45,4,probability 0 would mean chance
395,00:03:57,4,Smoothing of Language Model - Part 1,3.4,of sampling a word outside the abstract that the formula to query.,00:03:51,4,sampling word outside abstract formula query
396,00:04:03,4,Smoothing of Language Model - Part 1,3.4,"But imagine the user who is interested in the topic of this abstract, the user might",00:03:57,4,But imagine user interested topic abstract user might
397,00:04:08,4,Smoothing of Language Model - Part 1,3.4,actually choose a word that is not in the abstractor to to use as query.,00:04:03,4,actually choose word abstractor use query
398,00:04:14,4,Smoothing of Language Model - Part 1,3.4,"So obviously if we had asked this author to write more,",00:04:10,4,So obviously asked author write
399,00:04:18,4,Smoothing of Language Model - Part 1,3.4,the author would have written a full text of that article.,00:04:14,4,author would written full text article
400,00:04:23,4,Smoothing of Language Model - Part 1,3.4,So smoothing of the language model is attempted to,00:04:18,4,So smoothing language model attempted
401,00:04:28,4,Smoothing of Language Model - Part 1,3.4,"to try to recover the model for the whole, whole article.",00:04:23,4,try recover model whole whole article
402,00:04:34,4,Smoothing of Language Model - Part 1,3.4,And then of course we don't have written knowledge about any words are not observed,00:04:28,4,And course written knowledge words observed
403,00:04:39,4,Smoothing of Language Model - Part 1,3.4,"in the abstract there, so that's why smoothing is actually a tricky problem.",00:04:34,4,abstract smoothing actually tricky problem
404,00:04:43,4,Smoothing of Language Model - Part 1,3.4,So let's talk a little more about how to smooth a LM word.,00:04:39,4,So let talk little smooth LM word
405,00:04:48,4,Smoothing of Language Model - Part 1,3.4,The key question here is what probability should be assigned to those unseen words.,00:04:43,4,The key question probability assigned unseen words
406,00:04:50,4,Smoothing of Language Model - Part 1,3.4,Right. And,00:04:50,4,Right And
407,00:04:53,4,Smoothing of Language Model - Part 1,3.4,there are many different ways of doing that.,00:04:50,4,many different ways
408,00:04:56,4,Smoothing of Language Model - Part 1,3.4,"One idea here, that's very useful for",00:04:53,4,One idea useful
409,00:05:00,4,Smoothing of Language Model - Part 1,3.4,retrieval is let the probability of an unseen word be proportional,00:04:56,4,retrieval let probability unseen word proportional
410,00:05:03,4,Smoothing of Language Model - Part 1,3.4,to its probability given by a reference language model.,00:05:00,4,probability given reference language model
411,00:05:07,4,Smoothing of Language Model - Part 1,3.4,"That means if you don't observe the word in the data set,",00:05:03,4,That means observe word data set
412,00:05:11,4,Smoothing of Language Model - Part 1,3.4,we're going to assume that its probability is kind of,00:05:07,4,going assume probability kind
413,00:05:16,4,Smoothing of Language Model - Part 1,3.4,governed by another reference language model that we were constructing.,00:05:12,4,governed another reference language model constructing
414,00:05:20,4,Smoothing of Language Model - Part 1,3.4,It will tell us which unseen words we have likely a higher probability.,00:05:16,4,It tell us unseen words likely higher probability
415,00:05:26,4,Smoothing of Language Model - Part 1,3.4,In the case of retrieval a natural choice would be to,00:05:22,4,In case retrieval natural choice would
416,00:05:30,4,Smoothing of Language Model - Part 1,3.4,take the Collection Language Model as a Reference Language Model.,00:05:26,4,take Collection Language Model Reference Language Model
417,00:05:33,4,Smoothing of Language Model - Part 1,3.4,That is to say if you don't observe a word in the document,00:05:30,4,That say observe word document
418,00:05:35,4,Smoothing of Language Model - Part 1,3.4,we're going to assume that.,00:05:33,4,going assume
419,00:05:37,4,Smoothing of Language Model - Part 1,3.4,The probability of this word,00:05:35,4,The probability word
420,00:05:41,4,Smoothing of Language Model - Part 1,3.4,would be proportional to the probability of the word in the whole collection.,00:05:37,4,would proportional probability word whole collection
421,00:05:42,4,Smoothing of Language Model - Part 1,3.4,"So, more formally,",00:05:41,4,So formally
422,00:05:46,4,Smoothing of Language Model - Part 1,3.4,we'll be estimating the probability of a word getting a document as follows.,00:05:42,4,estimating probability word getting document follows
423,00:05:54,4,Smoothing of Language Model - Part 1,3.4,"If the word is seen in the document, then the probability",00:05:48,4,If word seen document probability
424,00:06:00,4,Smoothing of Language Model - Part 1,3.4,would be a discounted the maximum [INAUDIBLE] estimated p sub c here.,00:05:54,4,would discounted maximum INAUDIBLE estimated p sub c
425,00:06:07,4,Smoothing of Language Model - Part 1,3.4,"Otherwise, if the word is not seen in the document, we'll then let",00:06:02,4,Otherwise word seen document let
426,00:06:12,4,Smoothing of Language Model - Part 1,3.4,"probability be proportional to the probability of the word in the collection,",00:06:07,4,probability proportional probability word collection
427,00:06:17,4,Smoothing of Language Model - Part 1,3.4,and here the coefficient of is to,00:06:12,4,coefficient
428,00:06:21,4,Smoothing of Language Model - Part 1,3.4,control the amount of probability mass that we assign to unseen words.,00:06:17,4,control amount probability mass assign unseen words
429,00:06:25,4,Smoothing of Language Model - Part 1,3.4,Obviously all these probabilities must sum to 1.,00:06:22,4,Obviously probabilities must sum 1
430,00:06:28,4,Smoothing of Language Model - Part 1,3.4,"So, alpha sub d is constrained in some way.",00:06:25,4,So alpha sub constrained way
431,00:06:33,4,Smoothing of Language Model - Part 1,3.4,"So, what if we plug in this smoothing formula into our",00:06:29,4,So plug smoothing formula
432,00:06:35,4,Smoothing of Language Model - Part 1,3.4,query likelihood Ranking Function?,00:06:33,4,query likelihood Ranking Function
433,00:06:36,4,Smoothing of Language Model - Part 1,3.4,This is what we would get.,00:06:35,4,This would get
434,00:06:42,4,Smoothing of Language Model - Part 1,3.4,"In this formula, you can see, right, we have",00:06:37,4,In formula see right
435,00:06:48,4,Smoothing of Language Model - Part 1,3.4,this as a sum over all the query words.,00:06:43,4,sum query words
436,00:06:52,4,Smoothing of Language Model - Part 1,3.4,And note that we have written in the form of a sum over all the vocabulary.,00:06:48,4,And note written form sum vocabulary
437,00:06:56,4,Smoothing of Language Model - Part 1,3.4,"You see here this is a sum of all the words in the vocabulary,",00:06:52,4,You see sum words vocabulary
438,00:07:00,4,Smoothing of Language Model - Part 1,3.4,but note that we have a count of the word in the query.,00:06:56,4,note count word query
439,00:07:04,4,Smoothing of Language Model - Part 1,3.4,"So, in effect we are just taking a sum of query words, right.",00:07:00,4,So effect taking sum query words right
440,00:07:10,4,Smoothing of Language Model - Part 1,3.4,This is in now a common way that,00:07:04,4,This common way
441,00:07:16,4,Smoothing of Language Model - Part 1,3.4,we will use because of its convenience in some transformations.,00:07:10,4,use convenience transformations
442,00:07:21,4,Smoothing of Language Model - Part 1,3.4,"So, this is as I said, this is sum of all the query words.",00:07:18,4,So I said sum query words
443,00:07:27,4,Smoothing of Language Model - Part 1,3.4,"In our smoothing method, we're assuming the words that are not",00:07:23,4,In smoothing method assuming words
444,00:07:31,4,Smoothing of Language Model - Part 1,3.4,"observed in the document, that we have a somewhat different form of probability.",00:07:27,4,observed document somewhat different form probability
445,00:07:32,4,Smoothing of Language Model - Part 1,3.4,And then it's for this form.,00:07:31,4,And form
446,00:07:37,4,Smoothing of Language Model - Part 1,3.4,So we're going to then decompose this sum into two parts.,00:07:34,4,So going decompose sum two parts
447,00:07:44,4,Smoothing of Language Model - Part 1,3.4,One sum is over all the query words that are matched in the document.,00:07:38,4,One sum query words matched document
448,00:07:49,4,Smoothing of Language Model - Part 1,3.4,"That means in this sum, all the words have a non",00:07:44,4,That means sum words non
449,00:07:55,4,Smoothing of Language Model - Part 1,3.4,"zero probability, in the document, sorry.",00:07:49,4,zero probability document sorry
450,00:07:59,4,Smoothing of Language Model - Part 1,3.4,"It's, the non zero count of the word in the document.",00:07:55,4,It non zero count word document
451,00:08:01,4,Smoothing of Language Model - Part 1,3.4,They all occur in the document.,00:07:59,4,They occur document
452,00:08:08,4,Smoothing of Language Model - Part 1,3.4,"And they also have to, of course, have a non-zero count in the query.",00:08:02,4,And also course non zero count query
453,00:08:09,4,Smoothing of Language Model - Part 1,3.4,"So, these are the words that are matched.",00:08:08,4,So words matched
454,00:08:13,4,Smoothing of Language Model - Part 1,3.4,These are the query words that are matched in the document.,00:08:11,4,These query words matched document
455,00:08:19,4,Smoothing of Language Model - Part 1,3.4,"On the other hand in this sum we are s, taking the sum over all the words that",00:08:15,4,On hand sum taking sum words
456,00:08:24,4,Smoothing of Language Model - Part 1,3.4,are note our query was not matched in the document.,00:08:19,4,note query matched document
457,00:08:33,4,Smoothing of Language Model - Part 1,3.4,So they occur in the query due to this term but they don't occur in the document.,00:08:25,4,So occur query due term occur document
458,00:08:33,4,Smoothing of Language Model - Part 1,3.4,"In this case,",00:08:33,4,In case
459,00:08:39,4,Smoothing of Language Model - Part 1,3.4,these words have this probability because of our assumption about the smoothing.,00:08:33,4,words probability assumption smoothing
460,00:08:44,4,Smoothing of Language Model - Part 1,3.4,"But that here, these c words have a different probability.",00:08:40,4,But c words different probability
461,00:08:51,4,Smoothing of Language Model - Part 1,3.4,Now we can go further by rewriting the second sum,00:08:47,4,Now go rewriting second sum
462,00:08:54,4,Smoothing of Language Model - Part 1,3.4,as a difference of two other sums.,00:08:52,4,difference two sums
463,00:09:00,4,Smoothing of Language Model - Part 1,3.4,Basically the first sum is actually the sum over all the query words.,00:08:54,4,Basically first sum actually sum query words
464,00:09:05,4,Smoothing of Language Model - Part 1,3.4,Now we know that the original sum is not over the query words.,00:09:00,4,Now know original sum query words
465,00:09:10,4,Smoothing of Language Model - Part 1,3.4,This is over all the query words that are not matched in the document.,00:09:05,4,This query words matched document
466,00:09:19,4,Smoothing of Language Model - Part 1,3.4,So here we pretend that they are actually over all the query words.,00:09:12,4,So pretend actually query words
467,00:09:21,4,Smoothing of Language Model - Part 1,3.4,"So, we take a sum over all the query words.",00:09:19,4,So take sum query words
468,00:09:25,4,Smoothing of Language Model - Part 1,3.4,"Obviously this sum has extra terms that are,",00:09:21,4,Obviously sum extra terms
469,00:09:28,4,Smoothing of Language Model - Part 1,3.4,this sum has extra terms that are not in this sum.,00:09:25,4,sum extra terms sum
470,00:09:33,4,Smoothing of Language Model - Part 1,3.4,Because here we're taking sum over all the query words.,00:09:30,4,Because taking sum query words
471,00:09:37,4,Smoothing of Language Model - Part 1,3.4,There it's not matched in the document.,00:09:33,4,There matched document
472,00:09:44,4,Smoothing of Language Model - Part 1,3.4,"So in order to make them equal, we have to then subtract another sum here.",00:09:37,4,So order make equal subtract another sum
473,00:09:48,4,Smoothing of Language Model - Part 1,3.4,And this is a sum over all the query words that are mentioned in the document.,00:09:44,4,And sum query words mentioned document
474,00:09:55,4,Smoothing of Language Model - Part 1,3.4,And this makes sense because here we're considering all query words.,00:09:51,4,And makes sense considering query words
475,00:09:59,4,Smoothing of Language Model - Part 1,3.4,And then we subtract the query that was matched in the document.,00:09:55,4,And subtract query matched document
476,00:10:04,4,Smoothing of Language Model - Part 1,3.4,That will give us the query rules that not matched in the document.,00:09:59,4,That give us query rules matched document
477,00:10:11,4,Smoothing of Language Model - Part 1,3.4,And this is almost a reverse process of the first step here.,00:10:05,4,And almost reverse process first step
478,00:10:14,4,Smoothing of Language Model - Part 1,3.4,And you might wonder why we want to do that.,00:10:12,4,And might wonder want
479,00:10:20,4,Smoothing of Language Model - Part 1,3.4,"Well, that's because if we do this then",00:10:14,4,Well
480,00:10:25,4,Smoothing of Language Model - Part 1,3.4,we'll have different forms of terms inside these sums.,00:10:20,4,different forms terms inside sums
481,00:10:30,4,Smoothing of Language Model - Part 1,3.4,"So, now we can see in the sum we have, all the words,",00:10:25,4,So see sum words
482,00:10:36,4,Smoothing of Language Model - Part 1,3.4,"matched query words, matched in the document with this kind of terms.",00:10:30,4,matched query words matched document kind terms
483,00:10:42,4,Smoothing of Language Model - Part 1,3.4,Here we have another sum over the same set of terms.,00:10:36,4,Here another sum set terms
484,00:10:45,4,Smoothing of Language Model - Part 1,3.4,Matched query terms in document.,00:10:43,4,Matched query terms document
485,00:10:47,4,Smoothing of Language Model - Part 1,3.4,But inside the sum it's different.,00:10:45,4,But inside sum different
486,00:10:52,4,Smoothing of Language Model - Part 1,3.4,But these two sums can clearly be merged.,00:10:49,4,But two sums clearly merged
487,00:10:57,4,Smoothing of Language Model - Part 1,3.4,"So, if we do that we'll get another form",00:10:54,4,So get another form
488,00:11:02,4,Smoothing of Language Model - Part 1,3.4,of the formula that looks like the following at the bottom here.,00:10:57,4,formula looks like following bottom
489,00:11:10,4,Smoothing of Language Model - Part 1,3.4,"And note that this is a very interesting, because here we combine the, these two,",00:11:04,4,And note interesting combine two
490,00:11:16,4,Smoothing of Language Model - Part 1,3.4,that are a sum of the query words matched in the document in the one sum here.,00:11:10,4,sum query words matched document one sum
491,00:11:23,4,Smoothing of Language Model - Part 1,3.4,"And the other sum, now is the compose [INAUDIBLE] to two parts, and,",00:11:18,4,And sum compose INAUDIBLE two parts
492,00:11:26,4,Smoothing of Language Model - Part 1,3.4,and these two parts look much simpler.,00:11:23,4,two parts look much simpler
493,00:11:30,4,Smoothing of Language Model - Part 1,3.4,Just because these are the probabilities of unseen words.,00:11:26,4,Just probabilities unseen words
494,00:11:37,4,Smoothing of Language Model - Part 1,3.4,"But this formula is very interesting, because you can see the sum is now over",00:11:31,4,But formula interesting see sum
495,00:11:40,4,Smoothing of Language Model - Part 1,3.4,all the matched query terms.,00:11:37,4,matched query terms
496,00:11:47,4,Smoothing of Language Model - Part 1,3.4,"And just like in the vector space model, we take a sum of terms,",00:11:41,4,And like vector space model take sum terms
497,00:11:50,4,Smoothing of Language Model - Part 1,3.4,that intersection of query vector and the document vector.,00:11:47,4,intersection query vector document vector
498,00:11:55,4,Smoothing of Language Model - Part 1,3.4,So it all already looks a little bit like the vector space model.,00:11:51,4,So already looks little bit like vector space model
499,00:11:59,4,Smoothing of Language Model - Part 1,3.4,In fact there is even more severity here.,00:11:55,4,In fact even severity
500,00:12:01,4,Smoothing of Language Model - Part 1,3.4,"As we, we explain on this slide.",00:11:59,4,As explain slide
501,00:00:08,1,Course Welcome,,[SOUND] Hello,00:00:00,1,SOUND Hello
502,00:00:12,1,Course Welcome,,welcome to the course in Text Retrieval and Search Engines.,00:00:08,1,welcome course Text Retrieval Search Engines
503,00:00:13,1,Course Welcome,,I'm Cheng Xiang Zhai.,00:00:12,1,I Cheng Xiang Zhai
504,00:00:16,1,Course Welcome,,I have a nickname Cheng.,00:00:13,1,I nickname Cheng
505,00:00:19,1,Course Welcome,,I'm a professor of the Department of Computer Science at,00:00:16,1,I professor Department Computer Science
506,00:00:21,1,Course Welcome,,the University of Illinois at Urbana-Champaign.,00:00:19,1,University Illinois Urbana Champaign
507,00:00:27,1,Course Welcome,,this first lecture is a basic introduction to the course.,00:00:23,1,first lecture basic introduction course
508,00:00:30,1,Course Welcome,,A brief introduction to what we we'll cover in the course.,00:00:27,1,A brief introduction cover course
509,00:00:34,1,Course Welcome,,We're going to first talk about the data mining specialization since this course is,00:00:30,1,We going first talk data mining specialization since course
510,00:00:36,1,Course Welcome,,part of that specialization.,00:00:34,1,part specialization
511,00:00:41,1,Course Welcome,,And then we'll cover motivation objectives of the course.,00:00:36,1,And cover motivation objectives course
512,00:00:47,1,Course Welcome,,This will be followed by pre-requisites and course format and reference books.,00:00:41,1,This followed pre requisites course format reference books
513,00:00:51,1,Course Welcome,,"And then finally we'll talk about the course schedule,",00:00:48,1,And finally talk course schedule
514,00:00:56,1,Course Welcome,,which has number of topics to be covered in the rest of this course.,00:00:51,1,number topics covered rest course
515,00:01:01,1,Course Welcome,,So the data mining specialization offered by the University of Illinois,00:00:57,1,So data mining specialization offered University Illinois
516,00:01:06,1,Course Welcome,,at Urbana-Champaign is really to address the need for data mining techniques to,00:01:01,1,Urbana Champaign really address need data mining techniques
517,00:01:10,1,Course Welcome,,"handle a lot of big data, to turn the big data into knowledge.",00:01:06,1,handle lot big data turn big data knowledge
518,00:01:15,1,Course Welcome,,"There are five lecture-based courses, as you see on the slide.",00:01:10,1,There five lecture based courses see slide
519,00:01:19,1,Course Welcome,,"Plus one capstone, project course in the end.",00:01:15,1,Plus one capstone project course end
520,00:01:23,1,Course Welcome,,"I'm teaching two of them which is this course, Text Retrieval and",00:01:19,1,I teaching two course Text Retrieval
521,00:01:25,1,Course Welcome,,Search Engines and this one.,00:01:23,1,Search Engines one
522,00:01:29,1,Course Welcome,,So the two courses that I cover here are all about the text data.,00:01:25,1,So two courses I cover text data
523,00:01:35,1,Course Welcome,,"In contrast, the other courses are covering more general techniques that can",00:01:31,1,In contrast courses covering general techniques
524,00:01:38,1,Course Welcome,,be applied to all kinds of data.,00:01:35,1,applied kinds data
525,00:01:43,1,Course Welcome,,So Patent Discovery taught by the Professor Jowi Han and Cluster Analysis,00:01:38,1,So Patent Discovery taught Professor Jowi Han Cluster Analysis
526,00:01:49,1,Course Welcome,,again taught by him about the general data mining techniques to handle structure.,00:01:43,1,taught general data mining techniques handle structure
527,00:01:52,1,Course Welcome,,The end and structure text data.,00:01:49,1,The end structure text data
528,00:01:57,1,Course Welcome,,"And data mine, data visualization covered by professor Jung Hart is about",00:01:52,1,And data mine data visualization covered professor Jung Hart
529,00:02:00,1,Course Welcome,,the general visualization techniques.,00:01:57,1,general visualization techniques
530,00:02:03,1,Course Welcome,,Again applicable to all kinds of data.,00:02:00,1,Again applicable kinds data
531,00:02:05,1,Course Welcome,,So the motivation for this course.,00:02:03,1,So motivation course
532,00:02:06,1,Course Welcome,,In fact also for,00:02:05,1,In fact also
533,00:02:11,1,Course Welcome,,the other courses that I'm teaching is that we have a lot of text data.,00:02:06,1,courses I teaching lot text data
534,00:02:15,1,Course Welcome,,"And the data is everywhere, is growing rapidly, so",00:02:11,1,And data everywhere growing rapidly
535,00:02:19,1,Course Welcome,,you must have been experiencing this growth.,00:02:15,1,must experiencing growth
536,00:02:23,1,Course Welcome,,Just think about how much text data you're dealing with every day.,00:02:19,1,Just think much text data dealing every day
537,00:02:26,1,Course Welcome,,"I listed some data types here, for",00:02:23,1,I listed data types
538,00:02:30,1,Course Welcome,,"example, on the internet we see a lot of web pages, news articles etcetera.",00:02:26,1,example internet see lot web pages news articles etcetera
539,00:02:33,1,Course Welcome,,"And then we have block articles,",00:02:30,1,And block articles
540,00:02:37,1,Course Welcome,,"emails, scientific literature, tweets, as well speaking,",00:02:33,1,emails scientific literature tweets well speaking
541,00:02:43,1,Course Welcome,,"maybe a lot of tweets are being written, and a lot of emails are, are being sent.",00:02:37,1,maybe lot tweets written lot emails sent
542,00:02:48,1,Course Welcome,,"So, the amount of text data is beyond our capacity to understand them.",00:02:43,1,So amount text data beyond capacity understand
543,00:02:52,1,Course Welcome,,"Also, the amount of data makes it possible to actually analyze the data to discover",00:02:48,1,Also amount data makes possible actually analyze data discover
544,00:02:57,1,Course Welcome,,"interesting knowledge and that's what we meant by, harnessing big text data.",00:02:52,1,interesting knowledge meant harnessing big text data
545,00:00:04,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,[SOUND].,00:00:00,10,SOUND
546,00:00:09,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,This lecture is about recommender systems.,00:00:07,10,This lecture recommender systems
547,00:00:19,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,"So, so far we have talked about a lot of aspects of search engines.",00:00:12,10,So far talked lot aspects search engines
548,00:00:24,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,"And we have talked about the problem of search and the ranking problem,",00:00:19,10,And talked problem search ranking problem
549,00:00:29,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,"different methods for ranking, implementation of search engine and",00:00:24,10,different methods ranking implementation search engine
550,00:00:33,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,"how to evaluate the search engine, et cetera.",00:00:29,10,evaluate search engine et cetera
551,00:00:41,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,"This is partly because we know that web search engines are,",00:00:36,10,This partly know web search engines
552,00:00:44,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,"by far, the most important applications of text retrieval.",00:00:41,10,far important applications text retrieval
553,00:00:49,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,And they are the most useful tools to help people convert big raw text,00:00:44,10,And useful tools help people convert big raw text
554,00:00:53,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,data into a small set of relevant documents.,00:00:49,10,data small set relevant documents
555,00:01:01,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,Another reason why we spend so many lectures on search engines is because,00:00:56,10,Another reason spend many lectures search engines
556,00:01:07,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,many techniques used in search engines are actually also very useful for,00:01:01,10,many techniques used search engines actually also useful
557,00:01:10,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,"recommender systems, which is the topic of this lecture.",00:01:07,10,recommender systems topic lecture
558,00:01:16,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,"And so overall the two systems are actually well connected,",00:01:11,10,And overall two systems actually well connected
559,00:01:19,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,and there are many techniques that are shared by them.,00:01:16,10,many techniques shared
560,00:01:26,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,So this is a slide that you have seen before when we talked about,00:01:22,10,So slide seen talked
561,00:01:30,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,the two different modes of text access pull and push.,00:01:26,10,two different modes text access pull push
562,00:01:36,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,"And, we mentioned that recommender systems are the main systems to serve",00:01:31,10,And mentioned recommender systems main systems serve
563,00:01:42,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,"users in the push mode, where the systems will take the initiative to",00:01:36,10,users push mode systems take initiative
564,00:01:46,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,"recommend the information to user, or to push the relevant information to the user.",00:01:42,10,recommend information user push relevant information user
565,00:01:51,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,"And this often works well when the user has a relatively stable information need,",00:01:46,10,And often works well user relatively stable information need
566,00:01:55,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,when the system has good knowledge about what a user wants.,00:01:51,10,system good knowledge user wants
