end_time,lecture,lecture_name,lecture_no,sentence,start_time,sub_lecture,tokenized_sentence
00:13:40,5,Opinion Mining and Sentiment Analysis- Latent Aspect Rating Analysis Part 2,4.5,"more difficult than analyzing review data, mainly because the opinion holders and",00:13:35,5,difficult analyzing review data mainly opinion holders
00:13:45,5,Opinion Mining and Sentiment Analysis- Latent Aspect Rating Analysis Part 2,4.5,opinion targets are all interested.,00:13:40,5,opinion targets interested
00:13:46,5,Opinion Mining and Sentiment Analysis- Latent Aspect Rating Analysis Part 2,4.5,So that calls for,00:13:45,5,So calls
00:13:49,5,Opinion Mining and Sentiment Analysis- Latent Aspect Rating Analysis Part 2,4.5,natural management processing techniques to uncover them accurately.,00:13:46,5,natural management processing techniques uncover accurately
00:13:53,5,Opinion Mining and Sentiment Analysis- Latent Aspect Rating Analysis Part 2,4.5,Here are some suggested readings.,00:13:50,5,Here suggested readings
00:13:59,5,Opinion Mining and Sentiment Analysis- Latent Aspect Rating Analysis Part 2,4.5,"The first two are small books that are of some use of this topic,",00:13:53,5,The first two small books use topic
00:14:04,5,Opinion Mining and Sentiment Analysis- Latent Aspect Rating Analysis Part 2,4.5,where you can find a lot of discussion about other variations of the problem and,00:13:59,5,find lot discussion variations problem
00:14:07,5,Opinion Mining and Sentiment Analysis- Latent Aspect Rating Analysis Part 2,4.5,techniques proposed for solving the problem.,00:14:04,5,techniques proposed solving problem
00:14:12,5,Opinion Mining and Sentiment Analysis- Latent Aspect Rating Analysis Part 2,4.5,The next two papers about generating models for,00:14:08,5,The next two papers generating models
00:14:14,5,Opinion Mining and Sentiment Analysis- Latent Aspect Rating Analysis Part 2,4.5,rating the aspect rating analysis.,00:14:12,5,rating aspect rating analysis
00:14:18,5,Opinion Mining and Sentiment Analysis- Latent Aspect Rating Analysis Part 2,4.5,"The first one is about solving the problem using two stages, and",00:14:14,5,The first one solving problem using two stages
00:14:23,5,Opinion Mining and Sentiment Analysis- Latent Aspect Rating Analysis Part 2,4.5,the second one is about a unified model where the topic model is integrated,00:14:18,5,second one unified model topic model integrated
00:14:27,5,Opinion Mining and Sentiment Analysis- Latent Aspect Rating Analysis Part 2,4.5,with the regression model to solve the problem using a unified model.,00:14:23,5,regression model solve problem using unified model
00:00:06,2,Syntagmatic Relation Discovery- Entropy,1.10,[SOUND].,00:00:00,10,SOUND
00:00:13,2,Syntagmatic Relation Discovery- Entropy,1.10,"This lecture is about the syntagmatic relation discovery, and entropy.",00:00:06,10,This lecture syntagmatic relation discovery entropy
00:00:17,2,Syntagmatic Relation Discovery- Entropy,1.10,"In this lecture, we're going to continue talking about word association mining.",00:00:13,10,In lecture going continue talking word association mining
00:00:22,2,Syntagmatic Relation Discovery- Entropy,1.10,"In particular, we're going to talk about how to discover syntagmatic relations.",00:00:17,10,In particular going talk discover syntagmatic relations
00:00:25,2,Syntagmatic Relation Discovery- Entropy,1.10,"And we're going to start with the introduction of entropy,",00:00:22,10,And going start introduction entropy
00:00:29,2,Syntagmatic Relation Discovery- Entropy,1.10,which is the basis for designing some measures for discovering such relations.,00:00:25,10,basis designing measures discovering relations
00:00:33,2,Syntagmatic Relation Discovery- Entropy,1.10,"By definition,",00:00:32,10,By definition
00:00:39,2,Syntagmatic Relation Discovery- Entropy,1.10,syntagmatic relations hold between words that have correlated co-occurrences.,00:00:33,10,syntagmatic relations hold words correlated co occurrences
00:00:44,2,Syntagmatic Relation Discovery- Entropy,1.10,"That means, when we see one word occurs in context,",00:00:39,10,That means see one word occurs context
00:00:47,2,Syntagmatic Relation Discovery- Entropy,1.10,we tend to see the occurrence of the other word.,00:00:44,10,tend see occurrence word
00:00:53,2,Syntagmatic Relation Discovery- Entropy,1.10,"So, take a more specific example, here.",00:00:48,10,So take specific example
00:00:55,2,Syntagmatic Relation Discovery- Entropy,1.10,"We can ask the question,",00:00:53,10,We ask question
00:00:59,2,Syntagmatic Relation Discovery- Entropy,1.10,"whenever eats occurs, what other words also tend to occur?",00:00:55,10,whenever eats occurs words also tend occur
00:01:06,2,Syntagmatic Relation Discovery- Entropy,1.10,"Looking at the sentences on the left, we see some words that might occur",00:01:01,10,Looking sentences left see words might occur
00:01:11,2,Syntagmatic Relation Discovery- Entropy,1.10,"together with eats, like cat, dog, or fish is right.",00:01:06,10,together eats like cat dog fish right
00:01:15,2,Syntagmatic Relation Discovery- Entropy,1.10,But if I take them out and if you look at the right side where we,00:01:11,10,But I take look right side
00:01:21,2,Syntagmatic Relation Discovery- Entropy,1.10,"only show eats and some other words, the question then is.",00:01:15,10,show eats words question
00:01:27,2,Syntagmatic Relation Discovery- Entropy,1.10,Can you predict what other words occur to the left or to the right?,00:01:21,10,Can predict words occur left right
00:01:31,2,Syntagmatic Relation Discovery- Entropy,1.10,Right so this would force us to think about what,00:01:28,10,Right would force us think
00:01:33,2,Syntagmatic Relation Discovery- Entropy,1.10,other words are associated with eats.,00:01:31,10,words associated eats
00:01:37,2,Syntagmatic Relation Discovery- Entropy,1.10,"If they are associated with eats, they tend to occur in the context of eats.",00:01:33,10,If associated eats tend occur context eats
00:01:43,2,Syntagmatic Relation Discovery- Entropy,1.10,More specifically our prediction problem is to take,00:01:38,10,More specifically prediction problem take
00:01:47,2,Syntagmatic Relation Discovery- Entropy,1.10,"any text segment which can be a sentence, a paragraph, or a document.",00:01:43,10,text segment sentence paragraph document
00:01:51,2,Syntagmatic Relation Discovery- Entropy,1.10,"And then ask I the question, is a particular word present or",00:01:47,10,And ask I question particular word present
00:01:52,2,Syntagmatic Relation Discovery- Entropy,1.10,absent in this segment?,00:01:51,10,absent segment
00:01:57,2,Syntagmatic Relation Discovery- Entropy,1.10,Right here we ask about the word W.,00:01:54,10,Right ask word W
00:02:00,2,Syntagmatic Relation Discovery- Entropy,1.10,Is W present or absent in this segment?,00:01:57,10,Is W present absent segment
00:02:05,2,Syntagmatic Relation Discovery- Entropy,1.10,Now what's interesting is that,00:02:02,10,Now interesting
00:02:08,2,Syntagmatic Relation Discovery- Entropy,1.10,some words are actually easier to predict than other words.,00:02:05,10,words actually easier predict words
00:02:14,2,Syntagmatic Relation Discovery- Entropy,1.10,"If you take a look at the three words shown here, meat, the, and",00:02:10,10,If take look three words shown meat
00:02:17,2,Syntagmatic Relation Discovery- Entropy,1.10,"unicorn, which one do you think is easier to predict?",00:02:14,10,unicorn one think easier predict
00:02:23,2,Syntagmatic Relation Discovery- Entropy,1.10,Now if you think about it for a moment you might conclude that,00:02:20,10,Now think moment might conclude
00:02:27,2,Syntagmatic Relation Discovery- Entropy,1.10,the is easier to predict because it tends to occur everywhere.,00:02:24,10,easier predict tends occur everywhere
00:02:30,2,Syntagmatic Relation Discovery- Entropy,1.10,"So I can just say, well that would be in the sentence.",00:02:27,10,So I say well would sentence
00:02:37,2,Syntagmatic Relation Discovery- Entropy,1.10,"Unicorn is also relatively easy because unicorn is rare, is very rare.",00:02:31,10,Unicorn also relatively easy unicorn rare rare
00:02:41,2,Syntagmatic Relation Discovery- Entropy,1.10,And I can bet that it doesn't occur in this sentence.,00:02:37,10,And I bet occur sentence
00:02:46,2,Syntagmatic Relation Discovery- Entropy,1.10,But meat is somewhere in between in terms of frequency.,00:02:42,10,But meat somewhere terms frequency
00:02:50,2,Syntagmatic Relation Discovery- Entropy,1.10,And it makes it harder to predict because it's possible that it occurs in a sentence,00:02:46,10,And makes harder predict possible occurs sentence
00:02:52,2,Syntagmatic Relation Discovery- Entropy,1.10,"or the segment, more accurately.",00:02:50,10,segment accurately
00:02:58,2,Syntagmatic Relation Discovery- Entropy,1.10,"But it may also not occur in the sentence, so",00:02:53,10,But may also occur sentence
00:03:01,2,Syntagmatic Relation Discovery- Entropy,1.10,now let's study this problem more formally.,00:02:58,10,let study problem formally
00:03:06,2,Syntagmatic Relation Discovery- Entropy,1.10,So the problem can be formally defined,00:03:02,10,So problem formally defined
00:03:10,2,Syntagmatic Relation Discovery- Entropy,1.10,as predicting the value of a binary random variable.,00:03:06,10,predicting value binary random variable
00:03:14,2,Syntagmatic Relation Discovery- Entropy,1.10,"Here we denote it by X sub w, w denotes a word, so",00:03:10,10,Here denote X sub w w denotes word
00:03:17,2,Syntagmatic Relation Discovery- Entropy,1.10,this random variable is associated with precisely one word.,00:03:14,10,random variable associated precisely one word
00:03:23,2,Syntagmatic Relation Discovery- Entropy,1.10,"When the value of the variable is 1, it means this word is present.",00:03:18,10,When value variable 1 means word present
00:03:26,2,Syntagmatic Relation Discovery- Entropy,1.10,"When it's 0, it means the word is absent.",00:03:23,10,When 0 means word absent
00:03:31,2,Syntagmatic Relation Discovery- Entropy,1.10,"And naturally, the probabilities for 1 and 0 should sum to 1,",00:03:26,10,And naturally probabilities 1 0 sum 1
00:03:34,2,Syntagmatic Relation Discovery- Entropy,1.10,because a word is either present or absent in a segment.,00:03:31,10,word either present absent segment
00:03:36,2,Syntagmatic Relation Discovery- Entropy,1.10,There's no other choice.,00:03:35,10,There choice
00:03:43,2,Syntagmatic Relation Discovery- Entropy,1.10,So the intuition with this concept earlier can be formally stated as follows.,00:03:38,10,So intuition concept earlier formally stated follows
00:03:48,2,Syntagmatic Relation Discovery- Entropy,1.10,"The more random this random variable is, the more difficult the prediction will be.",00:03:43,10,The random random variable difficult prediction
00:03:53,2,Syntagmatic Relation Discovery- Entropy,1.10,Now the question is how does one quantitatively measure the randomness of,00:03:49,10,Now question one quantitatively measure randomness
00:03:55,2,Syntagmatic Relation Discovery- Entropy,1.10,a random variable like X sub w?,00:03:53,10,random variable like X sub w
00:04:01,2,Syntagmatic Relation Discovery- Entropy,1.10,"How in general, can we quantify the randomness of a variable and",00:03:56,10,How general quantify randomness variable
00:04:04,2,Syntagmatic Relation Discovery- Entropy,1.10,that's why we need a measure called entropy and,00:04:01,10,need measure called entropy
00:04:10,2,Syntagmatic Relation Discovery- Entropy,1.10,this measure introduced in information theory to measure the randomness of X.,00:04:04,10,measure introduced information theory measure randomness X
00:04:13,2,Syntagmatic Relation Discovery- Entropy,1.10,There is also some connection with information here but,00:04:10,10,There also connection information
00:04:15,2,Syntagmatic Relation Discovery- Entropy,1.10,that is beyond the scope of this course.,00:04:13,10,beyond scope course
00:04:20,2,Syntagmatic Relation Discovery- Entropy,1.10,So for our purpose we just treat entropy function,00:04:17,10,So purpose treat entropy function
00:04:22,2,Syntagmatic Relation Discovery- Entropy,1.10,as a function defined on a random variable.,00:04:20,10,function defined random variable
00:04:27,2,Syntagmatic Relation Discovery- Entropy,1.10,"In this case, it is a binary random variable, although the definition can",00:04:22,10,In case binary random variable although definition
00:04:30,2,Syntagmatic Relation Discovery- Entropy,1.10,be easily generalized for a random variable with multiple values.,00:04:27,10,easily generalized random variable multiple values
00:04:34,2,Syntagmatic Relation Discovery- Entropy,1.10,"Now the function form looks like this,",00:04:32,10,Now function form looks like
00:04:39,2,Syntagmatic Relation Discovery- Entropy,1.10,there's the sum of all the possible values for this random variable.,00:04:34,10,sum possible values random variable
00:04:44,2,Syntagmatic Relation Discovery- Entropy,1.10,Inside the sum for each value we have a product of the probability,00:04:39,10,Inside sum value product probability
00:04:52,2,Syntagmatic Relation Discovery- Entropy,1.10,that the random variable equals this value and log of this probability.,00:04:45,10,random variable equals value log probability
00:04:55,2,Syntagmatic Relation Discovery- Entropy,1.10,And note that there is also a negative sign there.,00:04:53,10,And note also negative sign
00:04:59,2,Syntagmatic Relation Discovery- Entropy,1.10,Now entropy in general is non-negative.,00:04:56,10,Now entropy general non negative
00:05:01,2,Syntagmatic Relation Discovery- Entropy,1.10,And that can be mathematically proved.,00:04:59,10,And mathematically proved
00:05:10,2,Syntagmatic Relation Discovery- Entropy,1.10,"So if we expand this sum, we'll see that the equation looks like the second one.",00:05:02,10,So expand sum see equation looks like second one
00:05:14,2,Syntagmatic Relation Discovery- Entropy,1.10,"Where I explicitly plugged in the two values, 0 and 1.",00:05:10,10,Where I explicitly plugged two values 0 1
00:05:18,2,Syntagmatic Relation Discovery- Entropy,1.10,"And sometimes when we have 0 log of 0,",00:05:14,10,And sometimes 0 log 0
00:05:25,2,Syntagmatic Relation Discovery- Entropy,1.10,"we would generally define that as 0, because log of 0 is undefined.",00:05:18,10,would generally define 0 log 0 undefined
00:05:30,2,Syntagmatic Relation Discovery- Entropy,1.10,So this is the entropy function.,00:05:28,10,So entropy function
00:05:33,2,Syntagmatic Relation Discovery- Entropy,1.10,And this function will give a different value for,00:05:30,10,And function give different value
00:05:35,2,Syntagmatic Relation Discovery- Entropy,1.10,different distributions of this random variable.,00:05:33,10,different distributions random variable
00:05:40,2,Syntagmatic Relation Discovery- Entropy,1.10,And it clearly depends on the probability,00:05:37,10,And clearly depends probability
00:05:43,2,Syntagmatic Relation Discovery- Entropy,1.10,that the random variable taking value of 1 or 0.,00:05:40,10,random variable taking value 1 0
00:05:49,2,Syntagmatic Relation Discovery- Entropy,1.10,If we plot this function against,00:05:43,10,If plot function
00:05:55,2,Syntagmatic Relation Discovery- Entropy,1.10,the probability that the random variable is equal to 1.,00:05:49,10,probability random variable equal 1
00:05:59,2,Syntagmatic Relation Discovery- Entropy,1.10,And then the function looks like this.,00:05:56,10,And function looks like
00:06:06,2,Syntagmatic Relation Discovery- Entropy,1.10,"At the two ends, that means when the probability of X",00:06:01,10,At two ends means probability X
00:06:13,2,Syntagmatic Relation Discovery- Entropy,1.10,"equals 1 is very small or very large, then the entropy function has a low value.",00:06:07,10,equals 1 small large entropy function low value
00:06:18,2,Syntagmatic Relation Discovery- Entropy,1.10,When it's 0.5 in the middle then it reaches the maximum.,00:06:13,10,When 0 5 middle reaches maximum
00:06:24,2,Syntagmatic Relation Discovery- Entropy,1.10,Now if we plot the function against the probability that X,00:06:20,10,Now plot function probability X
00:06:31,2,Syntagmatic Relation Discovery- Entropy,1.10,is taking a value of 0 and the function,00:06:25,10,taking value 0 function
00:06:37,2,Syntagmatic Relation Discovery- Entropy,1.10,"would show exactly the same curve here, and you can imagine why.",00:06:31,10,would show exactly curve imagine
00:06:40,2,Syntagmatic Relation Discovery- Entropy,1.10,And so that's because,00:06:37,10,And
00:06:46,2,Syntagmatic Relation Discovery- Entropy,1.10,"the two probabilities are symmetric, and completely symmetric.",00:06:42,10,two probabilities symmetric completely symmetric
00:06:52,2,Syntagmatic Relation Discovery- Entropy,1.10,So an interesting question you can think about in general is for,00:06:48,10,So interesting question think general
00:06:59,2,Syntagmatic Relation Discovery- Entropy,1.10,what kind of X does entropy reach maximum or minimum.,00:06:52,10,kind X entropy reach maximum minimum
00:07:02,2,Syntagmatic Relation Discovery- Entropy,1.10,And we can in particular think about some special cases.,00:06:59,10,And particular think special cases
00:07:07,2,Syntagmatic Relation Discovery- Entropy,1.10,"For example, in one case, we might have a random variable that",00:07:02,10,For example one case might random variable
00:07:10,2,Syntagmatic Relation Discovery- Entropy,1.10,always takes a value of 1.,00:07:08,10,always takes value 1
00:07:14,2,Syntagmatic Relation Discovery- Entropy,1.10,The probability is 1.,00:07:10,10,The probability 1
00:07:18,2,Syntagmatic Relation Discovery- Entropy,1.10,Or there's a random variable that,00:07:16,10,Or random variable
00:07:24,2,Syntagmatic Relation Discovery- Entropy,1.10,is equally likely taking a value of one or zero.,00:07:19,10,equally likely taking value one zero
00:07:28,2,Syntagmatic Relation Discovery- Entropy,1.10,So in this case the probability that X equals 1 is 0.5.,00:07:24,10,So case probability X equals 1 0 5
00:07:32,2,Syntagmatic Relation Discovery- Entropy,1.10,Now which one has a higher entropy?,00:07:30,10,Now one higher entropy
00:07:38,2,Syntagmatic Relation Discovery- Entropy,1.10,It's easier to look at the problem by thinking of a simple example,00:07:34,10,It easier look problem thinking simple example
00:07:42,2,Syntagmatic Relation Discovery- Entropy,1.10,using coin tossing.,00:07:40,10,using coin tossing
00:07:47,2,Syntagmatic Relation Discovery- Entropy,1.10,"So when we think about random experiments like tossing a coin,",00:07:43,10,So think random experiments like tossing coin
00:07:55,2,Syntagmatic Relation Discovery- Entropy,1.10,"it gives us a random variable, that can represent the result.",00:07:48,10,gives us random variable represent result
00:07:57,2,Syntagmatic Relation Discovery- Entropy,1.10,It can be head or tail.,00:07:55,10,It head tail
00:08:03,2,Syntagmatic Relation Discovery- Entropy,1.10,"So we can define a random variable X sub coin, so that it's 1",00:07:57,10,So define random variable X sub coin 1
00:08:08,2,Syntagmatic Relation Discovery- Entropy,1.10,"when the coin shows up as head, it's 0 when the coin shows up as tail.",00:08:03,10,coin shows head 0 coin shows tail
00:08:15,2,Syntagmatic Relation Discovery- Entropy,1.10,So now we can compute the entropy of this random variable.,00:08:09,10,So compute entropy random variable
00:08:20,2,Syntagmatic Relation Discovery- Entropy,1.10,And this entropy indicates how difficult it is to predict the outcome,00:08:15,10,And entropy indicates difficult predict outcome
00:08:22,2,Syntagmatic Relation Discovery- Entropy,1.10,of a coin toss.,00:08:22,10,coin toss
00:08:27,2,Syntagmatic Relation Discovery- Entropy,1.10,So we can think about the two cases.,00:08:25,10,So think two cases
00:08:29,2,Syntagmatic Relation Discovery- Entropy,1.10,"One is a fair coin, it's completely fair.",00:08:27,10,One fair coin completely fair
00:08:34,2,Syntagmatic Relation Discovery- Entropy,1.10,The coin shows up as head or tail equally likely.,00:08:29,10,The coin shows head tail equally likely
00:08:39,2,Syntagmatic Relation Discovery- Entropy,1.10,So the two probabilities would be a half.,00:08:34,10,So two probabilities would half
00:08:42,2,Syntagmatic Relation Discovery- Entropy,1.10,Right? So both are equal to one half.,00:08:39,10,Right So equal one half
00:08:47,2,Syntagmatic Relation Discovery- Entropy,1.10,"Another extreme case is completely biased coin,",00:08:44,10,Another extreme case completely biased coin
00:08:50,2,Syntagmatic Relation Discovery- Entropy,1.10,where the coin always shows up as heads.,00:08:47,10,coin always shows heads
00:08:52,2,Syntagmatic Relation Discovery- Entropy,1.10,So it's a completely biased coin.,00:08:50,10,So completely biased coin
00:08:57,2,Syntagmatic Relation Discovery- Entropy,1.10,Now let's think about the entropies in the two cases.,00:08:54,10,Now let think entropies two cases
00:09:04,2,Syntagmatic Relation Discovery- Entropy,1.10,And if you plug in these values you can see the entropies would be as follows.,00:08:57,10,And plug values see entropies would follows
00:09:09,2,Syntagmatic Relation Discovery- Entropy,1.10,"For a fair coin we see the entropy reaches its maximum, that's 1.",00:09:04,10,For fair coin see entropy reaches maximum 1
00:09:14,2,Syntagmatic Relation Discovery- Entropy,1.10,"For the completely biased coin, we see it's 0.",00:09:11,10,For completely biased coin see 0
00:09:17,2,Syntagmatic Relation Discovery- Entropy,1.10,And that intuitively makes a lot of sense.,00:09:14,10,And intuitively makes lot sense
00:09:20,2,Syntagmatic Relation Discovery- Entropy,1.10,Because a fair coin is most difficult to predict.,00:09:17,10,Because fair coin difficult predict
00:09:24,2,Syntagmatic Relation Discovery- Entropy,1.10,Whereas a completely biased coin is very easy to predict.,00:09:22,10,Whereas completely biased coin easy predict
00:09:26,2,Syntagmatic Relation Discovery- Entropy,1.10,"We can always say, well, it's a head.",00:09:24,10,We always say well head
00:09:29,2,Syntagmatic Relation Discovery- Entropy,1.10,Because it is a head all the time.,00:09:26,10,Because head time
00:09:34,2,Syntagmatic Relation Discovery- Entropy,1.10,So they can be shown on the curve as follows.,00:09:29,10,So shown curve follows
00:09:40,2,Syntagmatic Relation Discovery- Entropy,1.10,So the fair coin corresponds to the middle point where it's very uncertain.,00:09:34,10,So fair coin corresponds middle point uncertain
00:09:45,2,Syntagmatic Relation Discovery- Entropy,1.10,The completely biased coin corresponds to the end,00:09:40,10,The completely biased coin corresponds end
00:09:48,2,Syntagmatic Relation Discovery- Entropy,1.10,point where we have a probability of 1.0 and the entropy is 0.,00:09:45,10,point probability 1 0 entropy 0
00:09:54,2,Syntagmatic Relation Discovery- Entropy,1.10,"So, now let's see how we can use entropy for word prediction.",00:09:48,10,So let see use entropy word prediction
00:09:59,2,Syntagmatic Relation Discovery- Entropy,1.10,Let's think about our problem is to predict whether W is present or,00:09:54,10,Let think problem predict whether W present
00:10:01,2,Syntagmatic Relation Discovery- Entropy,1.10,absent in this segment.,00:09:59,10,absent segment
00:10:05,2,Syntagmatic Relation Discovery- Entropy,1.10,"Again, think about the three words, particularly think about their entropies.",00:10:01,10,Again think three words particularly think entropies
00:10:10,2,Syntagmatic Relation Discovery- Entropy,1.10,Now we can assume high entropy words are harder to predict.,00:10:06,10,Now assume high entropy words harder predict
00:10:18,2,Syntagmatic Relation Discovery- Entropy,1.10,And so we now have a quantitative way to tell us which word is harder to predict.,00:10:11,10,And quantitative way tell us word harder predict
00:10:25,2,Syntagmatic Relation Discovery- Entropy,1.10,"Now if you look at the three words meat, the, unicorn, again, and",00:10:20,10,Now look three words meat unicorn
00:10:33,2,Syntagmatic Relation Discovery- Entropy,1.10,we clearly would expect meat to have a higher entropy than the unicorn.,00:10:25,10,clearly would expect meat higher entropy unicorn
00:10:39,2,Syntagmatic Relation Discovery- Entropy,1.10,"In fact if you look at the entropy of the, it's close to zero.",00:10:33,10,In fact look entropy close zero
00:10:41,2,Syntagmatic Relation Discovery- Entropy,1.10,Because it occurs everywhere.,00:10:39,10,Because occurs everywhere
00:10:43,2,Syntagmatic Relation Discovery- Entropy,1.10,So it's like a completely biased coin.,00:10:41,10,So like completely biased coin
00:10:46,2,Syntagmatic Relation Discovery- Entropy,1.10,Therefore the entropy is zero.,00:10:44,10,Therefore entropy zero
00:00:04,5,Opinion Mining and Sentiment Analysis- Motivation,4.1,"[SOUND] This lecture is about,",00:00:00,1,SOUND This lecture
00:00:11,5,Opinion Mining and Sentiment Analysis- Motivation,4.1,"Opinion Mining and Sentiment Analysis,",00:00:04,1,Opinion Mining Sentiment Analysis
00:00:15,5,Opinion Mining and Sentiment Analysis- Motivation,4.1,"covering, Motivation.",00:00:11,1,covering Motivation
00:00:18,5,Opinion Mining and Sentiment Analysis- Motivation,4.1,"In this lecture, we're going to start, talking about,",00:00:15,1,In lecture going start talking
00:00:21,5,Opinion Mining and Sentiment Analysis- Motivation,4.1,mining a different kind of knowledge.,00:00:18,1,mining different kind knowledge
00:00:27,5,Opinion Mining and Sentiment Analysis- Motivation,4.1,"Namely, knowledge about the observer or humans that have generated the text data.",00:00:21,1,Namely knowledge observer humans generated text data
00:00:31,5,Opinion Mining and Sentiment Analysis- Motivation,4.1,"In particular, we're going to talk about the opinion mining and sentiment analysis.",00:00:27,1,In particular going talk opinion mining sentiment analysis
00:00:37,5,Opinion Mining and Sentiment Analysis- Motivation,4.1,"As we discussed earlier, text data can be regarded as data generated",00:00:32,1,As discussed earlier text data regarded data generated
00:00:41,5,Opinion Mining and Sentiment Analysis- Motivation,4.1,from humans as subjective sensors.,00:00:37,1,humans subjective sensors
00:00:50,5,Opinion Mining and Sentiment Analysis- Motivation,4.1,"In contrast, we have other devices such as video recorder that can report what's",00:00:43,1,In contrast devices video recorder report
00:00:56,5,Opinion Mining and Sentiment Analysis- Motivation,4.1,happening in the real world objective to generate the viewer data for example.,00:00:50,1,happening real world objective generate viewer data example
00:01:03,5,Opinion Mining and Sentiment Analysis- Motivation,4.1,"Now the main difference between test data and other data, like video data,",00:00:58,1,Now main difference test data data like video data
00:01:10,5,Opinion Mining and Sentiment Analysis- Motivation,4.1,"is that it has rich opinions,",00:01:03,1,rich opinions
00:01:15,5,Opinion Mining and Sentiment Analysis- Motivation,4.1,and the content tends to be subjective because it's generated from humans.,00:01:10,1,content tends subjective generated humans
00:01:22,5,Opinion Mining and Sentiment Analysis- Motivation,4.1,"Now, this is actually a unique advantaged of text data, as compared with other data,",00:01:16,1,Now actually unique advantaged text data compared data
00:01:28,5,Opinion Mining and Sentiment Analysis- Motivation,4.1,because the office is a great opportunity to understand the observers.,00:01:22,1,office great opportunity understand observers
00:01:31,5,Opinion Mining and Sentiment Analysis- Motivation,4.1,We can mine text data to understand their opinions.,00:01:28,1,We mine text data understand opinions
00:01:35,5,Opinion Mining and Sentiment Analysis- Motivation,4.1,"Understand people's preferences, how people think about something.",00:01:31,1,Understand people preferences people think something
00:01:43,5,Opinion Mining and Sentiment Analysis- Motivation,4.1,So this lecture and the following lectures will be mainly about how we can mine and,00:01:37,1,So lecture following lectures mainly mine
00:01:47,5,Opinion Mining and Sentiment Analysis- Motivation,4.1,analyze opinions buried in a lot of text data.,00:01:43,1,analyze opinions buried lot text data
00:01:53,5,Opinion Mining and Sentiment Analysis- Motivation,4.1,So let's start with the concept of opinion.,00:01:49,1,So let start concept opinion
00:01:57,5,Opinion Mining and Sentiment Analysis- Motivation,4.1,"It's not that easy to formally define opinion, but",00:01:53,1,It easy formally define opinion
00:02:02,5,Opinion Mining and Sentiment Analysis- Motivation,4.1,mostly we would define opinion as a subjective,00:01:57,1,mostly would define opinion subjective
00:02:07,5,Opinion Mining and Sentiment Analysis- Motivation,4.1,statement describing what a person believes or thinks about something.,00:02:02,1,statement describing person believes thinks something
00:02:11,5,Opinion Mining and Sentiment Analysis- Motivation,4.1,"Now, I highlighted quite a few words here.",00:02:08,1,Now I highlighted quite words
00:02:15,5,Opinion Mining and Sentiment Analysis- Motivation,4.1,And that's because it's worth thinking a little bit more about these words.,00:02:11,1,And worth thinking little bit words
00:02:20,5,Opinion Mining and Sentiment Analysis- Motivation,4.1,And that will help us better understand what's in an opinion.,00:02:15,1,And help us better understand opinion
00:02:25,5,Opinion Mining and Sentiment Analysis- Motivation,4.1,And this further helps us to define opinion more formally.,00:02:20,1,And helps us define opinion formally
00:02:30,5,Opinion Mining and Sentiment Analysis- Motivation,4.1,Which is always needed to computation to resolve the problem of opinion mining.,00:02:25,1,Which always needed computation resolve problem opinion mining
00:02:35,5,Opinion Mining and Sentiment Analysis- Motivation,4.1,So let's first look at the key word of subjective here.,00:02:30,1,So let first look key word subjective
00:02:39,5,Opinion Mining and Sentiment Analysis- Motivation,4.1,This is in contrast with objective statement or factual statement.,00:02:35,1,This contrast objective statement factual statement
00:02:44,5,Opinion Mining and Sentiment Analysis- Motivation,4.1,Those statements can be proved right or wrong.,00:02:40,1,Those statements proved right wrong
00:02:49,5,Opinion Mining and Sentiment Analysis- Motivation,4.1,And this is a key differentiating factor from opinions,00:02:45,1,And key differentiating factor opinions
00:02:53,5,Opinion Mining and Sentiment Analysis- Motivation,4.1,which tends to be not easy to prove wrong or,00:02:49,1,tends easy prove wrong
00:02:56,5,Opinion Mining and Sentiment Analysis- Motivation,4.1,"right, because it reflects what the person thinks about something.",00:02:53,1,right reflects person thinks something
00:03:06,5,Opinion Mining and Sentiment Analysis- Motivation,4.1,"So in contrast, objective statement can usually be proved wrong or correct.",00:02:59,1,So contrast objective statement usually proved wrong correct
00:03:15,5,Opinion Mining and Sentiment Analysis- Motivation,4.1,"For example, you might say this computer has a screen and a battery.",00:03:07,1,For example might say computer screen battery
00:03:18,5,Opinion Mining and Sentiment Analysis- Motivation,4.1,Now that's something you can check.,00:03:16,1,Now something check
00:03:22,5,Opinion Mining and Sentiment Analysis- Motivation,4.1,It's either having a battery or not.,00:03:18,1,It either battery
00:03:28,5,Opinion Mining and Sentiment Analysis- Motivation,4.1,"But in contrast with this, think about the sentence such as, this laptop has",00:03:23,1,But contrast think sentence laptop
00:03:34,5,Opinion Mining and Sentiment Analysis- Motivation,4.1,the best battery or this laptop has a nice screen.,00:03:28,1,best battery laptop nice screen
00:03:38,5,Opinion Mining and Sentiment Analysis- Motivation,4.1,Now these statements are more subjective and,00:03:34,1,Now statements subjective
00:03:43,5,Opinion Mining and Sentiment Analysis- Motivation,4.1,it's very hard to prove whether it's wrong or correct.,00:03:38,1,hard prove whether wrong correct
00:03:49,5,Opinion Mining and Sentiment Analysis- Motivation,4.1,"So opinion, is a subjective statement.",00:03:45,1,So opinion subjective statement
00:03:54,5,Opinion Mining and Sentiment Analysis- Motivation,4.1,And next lets look at the keyword person here.,00:03:50,1,And next lets look keyword person
